OpenROAD v2.0-17941-g7fb347f37 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 12 thread(s).
clock_tree_synthesis -sink_clustering_enable -balance_levels
[INFO CTS-0050] Root buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0051] Sink buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0052] The following clock buffers will be used for CTS:
                    sky130_fd_sc_hd__clkbuf_16
[INFO CTS-0049] Characterization buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0007] Net "clk" found for clock "core_clock".
[INFO CTS-0010]  Clock net "clk" has 2787 sinks.
[INFO CTS-0008] TritonCTS found 1 clock nets.
[INFO CTS-0097] Characterization used 1 buffer(s) types.
[INFO CTS-0200] 0 placement blockages have been identified.
[INFO CTS-0201] 0 placed hard macros will be treated like blockages.
[INFO CTS-0027] Generating H-Tree topology for net clk.
[INFO CTS-0028]  Total number of sinks: 2787.
[INFO CTS-0090]  Sinks will be clustered based on buffer max cap.
[INFO CTS-0030]  Number of static layers: 0.
[INFO CTS-0020]  Wire segment unit: 13600  dbu (13 um).
[INFO CTS-0206] Best clustering solution was found from clustering size of 30 and clustering diameter of 50.
[INFO CTS-0019]  Total number of sinks after clustering: 317.
[INFO CTS-0024]  Normalized sink region: [(4.30868, 0.923693), (58.6356, 58.4994)].
[INFO CTS-0025]     Width:  54.3269.
[INFO CTS-0026]     Height: 57.5757.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 159
    Sub-region size: 54.3269 X 28.7878
[INFO CTS-0034]     Segment length (rounded): 14.
 Level 2
    Direction: Horizontal
    Sinks per sub-region: 80
    Sub-region size: 27.1634 X 28.7878
[INFO CTS-0034]     Segment length (rounded): 14.
 Level 3
    Direction: Vertical
    Sinks per sub-region: 40
    Sub-region size: 27.1634 X 14.3939
[INFO CTS-0034]     Segment length (rounded): 8.
 Level 4
    Direction: Horizontal
    Sinks per sub-region: 20
    Sub-region size: 13.5817 X 14.3939
[INFO CTS-0034]     Segment length (rounded): 6.
 Level 5
    Direction: Vertical
    Sinks per sub-region: 10
    Sub-region size: 13.5817 X 7.1970
[INFO CTS-0034]     Segment length (rounded): 4.
[INFO CTS-0032]  Stop criterion found. Max number of sinks is 15.
[INFO CTS-0035]  Number of sinks covered: 317.
[INFO CTS-0018]     Created 354 clock buffers.
[INFO CTS-0012]     Minimum number of buffers in the clock path: 4.
[INFO CTS-0013]     Maximum number of buffers in the clock path: 4.
[INFO CTS-0015]     Created 354 clock nets.
[INFO CTS-0016]     Fanout distribution for the current clock = 4:2, 5:10, 6:18, 7:43, 8:68, 9:83, 10:61, 11:42, 12:13, 13:8, 14:1..
[INFO CTS-0017]     Max level of the clock tree: 5.
[INFO CTS-0098] Clock net "clk"
[INFO CTS-0099]  Sinks 3082
[INFO CTS-0100]  Leaf buffers 317
[INFO CTS-0101]  Average sink wire length 1367.87 um
[INFO CTS-0102]  Path depth 3 - 4
[INFO CTS-0207]  Leaf load cells 295
[INFO RSZ-0058] Using max wire length 2154um.
Placement Analysis
---------------------------------
total displacement       4080.1 u
average displacement        0.2 u
max displacement           15.4 u
original HPWL          757765.1 u
legalized HPWL         772109.1 u
delta HPWL                    2 %

repair_timing -verbose -setup_margin 0 -hold_margin -0.05 -repair_tns 100
[INFO RSZ-0094] Found 2067 endpoints with setup violations.
[INFO RSZ-0099] Repairing 2067 out of 2067 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
     1910 |       0 |     468 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1947 | hash.p3_cap\[31\]$_DFF_P_/D
     1910 |       0 |     468 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1946 | hash.p3_cap\[31\]$_DFF_P_/D
     1911 |       0 |     468 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1945 | hash.p3_cap\[31\]$_DFF_P_/D
     1920 |       0 |     474 |      730 |     85 |   251 |   -3.447 |     -355.6 |   1945 | hash.p3_cap\[31\]$_DFF_P_/D
     1920 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1945 | hash.p3_cap\[31\]$_DFF_P_/D
     1921 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1944 | hash.p3_cap\[31\]$_DFF_P_/D
     1922 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1943 | hash.p3_cap\[31\]$_DFF_P_/D
     1923 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1942 | hash.p3_cap\[31\]$_DFF_P_/D
     1924 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1941 | hash.p3_cap\[31\]$_DFF_P_/D
     1925 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1940 | hash.p3_cap\[31\]$_DFF_P_/D
     1926 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1939 | hash.p3_cap\[31\]$_DFF_P_/D
     1927 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1938 | hash.p3_cap\[31\]$_DFF_P_/D
     1928 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1937 | hash.p3_cap\[31\]$_DFF_P_/D
     1929 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1936 | hash.p3_cap\[31\]$_DFF_P_/D
     1930 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1936 | hash.p3_cap\[31\]$_DFF_P_/D
     1930 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1935 | hash.p3_cap\[31\]$_DFF_P_/D
     1937 |       0 |     469 |      730 |     84 |   250 |   -3.447 |     -359.6 |   1935 | hash.p3_cap\[31\]$_DFF_P_/D
     1940 |       0 |     469 |      730 |     84 |   252 |   -3.447 |     -359.4 |   1935 | hash.p3_cap\[31\]$_DFF_P_/D
     1950 |       0 |     473 |      730 |     84 |   258 |   -3.447 |     -358.1 |   1935 | hash.p3_cap\[31\]$_DFF_P_/D
     1960 |       0 |     480 |      732 |     84 |   260 |   -3.447 |     -357.1 |   1935 | hash.p3_cap\[31\]$_DFF_P_/D
     1970 |       0 |     484 |      734 |     84 |   265 |   -3.447 |     -357.0 |   1935 | hash.p3_cap\[31\]$_DFF_P_/D
     1975 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1935 | hash.p3_cap\[31\]$_DFF_P_/D
     1976 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1934 | hash.p3_cap\[31\]$_DFF_P_/D
     1977 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1933 | hash.p3_cap\[31\]$_DFF_P_/D
     1978 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1932 | hash.p3_cap\[31\]$_DFF_P_/D
     1979 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1931 | hash.p3_cap\[31\]$_DFF_P_/D
     1980 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1931 | hash.p3_cap\[31\]$_DFF_P_/D
     1980 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1930 | hash.p3_cap\[31\]$_DFF_P_/D
     1987 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1930 | hash.p3_cap\[31\]$_DFF_P_/D
     1988 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1929 | hash.p3_cap\[31\]$_DFF_P_/D
     1989 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1928 | hash.p3_cap\[31\]$_DFF_P_/D
     1990 |       0 |     487 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1928 | hash.p3_cap\[31\]$_DFF_P_/D
     1992 |       0 |     488 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1928 | hash.p3_cap\[31\]$_DFF_P_/D
     1993 |       0 |     488 |      736 |     84 |   266 |   -3.447 |     -357.5 |   1927 | hash.p3_cap\[31\]$_DFF_P_/D
     1999 |       0 |     491 |      738 |     85 |   266 |   -3.447 |     -346.7 |   1925 | hash.p3_cap\[31\]$_DFF_P_/D
     2000 |       0 |     491 |      738 |     85 |   266 |   -3.447 |     -346.7 |   1925 | hash.p3_cap\[31\]$_DFF_P_/D
     2000 |       0 |     491 |      738 |     85 |   266 |   -3.447 |     -346.7 |   1924 | hash.p3_cap\[31\]$_DFF_P_/D
     2003 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1922 | hash.p3_cap\[31\]$_DFF_P_/D
     2004 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1921 | hash.p3_cap\[31\]$_DFF_P_/D
     2005 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1920 | hash.p3_cap\[31\]$_DFF_P_/D
     2006 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1919 | hash.p3_cap\[31\]$_DFF_P_/D
     2007 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1918 | hash.p3_cap\[31\]$_DFF_P_/D
     2008 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1917 | hash.p3_cap\[31\]$_DFF_P_/D
     2009 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1916 | hash.p3_cap\[31\]$_DFF_P_/D
     2010 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1916 | hash.p3_cap\[31\]$_DFF_P_/D
     2010 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1915 | hash.p3_cap\[31\]$_DFF_P_/D
     2011 |       0 |     492 |      741 |     85 |   266 |   -3.447 |     -339.6 |   1914 | hash.p3_cap\[31\]$_DFF_P_/D
     2013 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1912 | hash.p3_cap\[31\]$_DFF_P_/D
     2014 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1911 | hash.p3_cap\[31\]$_DFF_P_/D
     2015 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1910 | hash.p3_cap\[31\]$_DFF_P_/D
     2016 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1909 | hash.p3_cap\[31\]$_DFF_P_/D
     2017 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1908 | hash.p3_cap\[31\]$_DFF_P_/D
     2018 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1907 | hash.p3_cap\[31\]$_DFF_P_/D
     2019 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1906 | hash.p3_cap\[31\]$_DFF_P_/D
     2020 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1906 | hash.p3_cap\[31\]$_DFF_P_/D
     2020 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1905 | hash.p3_cap\[31\]$_DFF_P_/D
     2021 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1904 | hash.p3_cap\[31\]$_DFF_P_/D
     2022 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1903 | hash.p3_cap\[31\]$_DFF_P_/D
     2023 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1902 | hash.p3_cap\[31\]$_DFF_P_/D
     2024 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1901 | hash.p3_cap\[31\]$_DFF_P_/D
     2025 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1900 | hash.p3_cap\[31\]$_DFF_P_/D
     2026 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1899 | hash.p3_cap\[31\]$_DFF_P_/D
     2027 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1898 | hash.p3_cap\[31\]$_DFF_P_/D
     2028 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1897 | hash.p3_cap\[31\]$_DFF_P_/D
     2029 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1896 | hash.p3_cap\[31\]$_DFF_P_/D
     2030 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1896 | hash.p3_cap\[31\]$_DFF_P_/D
     2030 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1895 | hash.p3_cap\[31\]$_DFF_P_/D
     2031 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1894 | hash.p3_cap\[31\]$_DFF_P_/D
     2032 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1893 | hash.p3_cap\[31\]$_DFF_P_/D
     2033 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1892 | hash.p3_cap\[31\]$_DFF_P_/D
     2034 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1891 | hash.p3_cap\[31\]$_DFF_P_/D
     2035 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1890 | hash.p3_cap\[31\]$_DFF_P_/D
     2036 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1889 | hash.p3_cap\[31\]$_DFF_P_/D
     2037 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1888 | hash.p3_cap\[31\]$_DFF_P_/D
     2038 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1887 | hash.p3_cap\[31\]$_DFF_P_/D
     2039 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1886 | hash.p3_cap\[31\]$_DFF_P_/D
     2040 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1886 | hash.p3_cap\[31\]$_DFF_P_/D
     2040 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1885 | hash.p3_cap\[31\]$_DFF_P_/D
     2041 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1884 | hash.p3_cap\[31\]$_DFF_P_/D
     2042 |       0 |     493 |      741 |     85 |   266 |   -3.447 |     -336.7 |   1883 | hash.p3_cap\[31\]$_DFF_P_/D
     2044 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1881 | hash.p3_cap\[31\]$_DFF_P_/D
     2045 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1880 | hash.p3_cap\[31\]$_DFF_P_/D
     2046 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1879 | hash.p3_cap\[31\]$_DFF_P_/D
     2047 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1878 | hash.p3_cap\[31\]$_DFF_P_/D
     2048 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1877 | hash.p3_cap\[31\]$_DFF_P_/D
     2049 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1876 | hash.p3_cap\[31\]$_DFF_P_/D
     2050 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1876 | hash.p3_cap\[31\]$_DFF_P_/D
     2050 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1875 | hash.p3_cap\[31\]$_DFF_P_/D
     2051 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1874 | hash.p3_cap\[31\]$_DFF_P_/D
     2052 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1873 | hash.p3_cap\[31\]$_DFF_P_/D
     2053 |       0 |     493 |      741 |     86 |   266 |   -3.447 |     -333.8 |   1872 | hash.p3_cap\[31\]$_DFF_P_/D
     2055 |       0 |     493 |      741 |     87 |   266 |   -3.447 |     -331.9 |   1870 | hash.p3_cap\[31\]$_DFF_P_/D
     2056 |       0 |     493 |      741 |     87 |   266 |   -3.447 |     -331.9 |   1869 | hash.p3_cap\[31\]$_DFF_P_/D
     2057 |       0 |     493 |      741 |     87 |   266 |   -3.447 |     -331.9 |   1868 | hash.p3_cap\[31\]$_DFF_P_/D
     2060 |       0 |     493 |      741 |     88 |   267 |   -3.447 |     -324.8 |   1868 | hash.p3_cap\[31\]$_DFF_P_/D
     2069 |       0 |     496 |      743 |     89 |   271 |   -3.447 |     -286.3 |   1866 | hash.p3_cap\[31\]$_DFF_P_/D
     2070 |       0 |     496 |      743 |     89 |   271 |   -3.447 |     -286.3 |   1866 | hash.p3_cap\[31\]$_DFF_P_/D
     2071 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1864 | hash.p3_cap\[31\]$_DFF_P_/D
     2072 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1863 | hash.p3_cap\[31\]$_DFF_P_/D
     2073 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1862 | hash.p3_cap\[31\]$_DFF_P_/D
     2074 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1861 | hash.p3_cap\[31\]$_DFF_P_/D
     2075 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1860 | hash.p3_cap\[31\]$_DFF_P_/D
     2076 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1859 | hash.p3_cap\[31\]$_DFF_P_/D
     2077 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1858 | hash.p3_cap\[31\]$_DFF_P_/D
     2078 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1857 | hash.p3_cap\[31\]$_DFF_P_/D
     2079 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1856 | hash.p3_cap\[31\]$_DFF_P_/D
     2080 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1856 | hash.p3_cap\[31\]$_DFF_P_/D
     2080 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1855 | hash.p3_cap\[31\]$_DFF_P_/D
     2081 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1854 | hash.p3_cap\[31\]$_DFF_P_/D
     2082 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1853 | hash.p3_cap\[31\]$_DFF_P_/D
     2083 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1852 | hash.p3_cap\[31\]$_DFF_P_/D
     2084 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1851 | hash.p3_cap\[31\]$_DFF_P_/D
     2085 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1850 | hash.p3_cap\[31\]$_DFF_P_/D
     2086 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1849 | hash.p3_cap\[31\]$_DFF_P_/D
     2087 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1848 | hash.p3_cap\[31\]$_DFF_P_/D
     2088 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1847 | hash.p3_cap\[31\]$_DFF_P_/D
     2089 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1846 | hash.p3_cap\[31\]$_DFF_P_/D
     2090 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1846 | hash.p3_cap\[31\]$_DFF_P_/D
     2093 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1846 | hash.p3_cap\[31\]$_DFF_P_/D
     2094 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1845 | hash.p3_cap\[31\]$_DFF_P_/D
     2095 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1844 | hash.p3_cap\[31\]$_DFF_P_/D
     2096 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1843 | hash.p3_cap\[31\]$_DFF_P_/D
     2097 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1842 | hash.p3_cap\[31\]$_DFF_P_/D
     2098 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1841 | hash.p3_cap\[31\]$_DFF_P_/D
     2099 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1840 | hash.p3_cap\[31\]$_DFF_P_/D
     2100 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1840 | hash.p3_cap\[31\]$_DFF_P_/D
     2100 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1839 | hash.p3_cap\[31\]$_DFF_P_/D
     2101 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1838 | hash.p3_cap\[31\]$_DFF_P_/D
     2102 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1837 | hash.p3_cap\[31\]$_DFF_P_/D
     2103 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1836 | hash.p3_cap\[31\]$_DFF_P_/D
     2104 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1835 | hash.p3_cap\[31\]$_DFF_P_/D
     2105 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1834 | hash.p3_cap\[31\]$_DFF_P_/D
     2106 |       0 |     496 |      743 |     90 |   271 |   -3.447 |     -286.0 |   1833 | hash.p3_cap\[31\]$_DFF_P_/D
     2109 |       0 |     497 |      743 |     91 |   271 |   -3.447 |     -282.0 |   1831 | hash.p3_cap\[31\]$_DFF_P_/D
     2110 |       0 |     497 |      743 |     91 |   271 |   -3.447 |     -282.0 |   1831 | hash.p3_cap\[31\]$_DFF_P_/D
     2110 |       0 |     497 |      743 |     91 |   271 |   -3.447 |     -282.0 |   1830 | hash.p3_cap\[31\]$_DFF_P_/D
     2112 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1828 | hash.p3_cap\[31\]$_DFF_P_/D
     2113 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1827 | hash.p3_cap\[31\]$_DFF_P_/D
     2114 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1826 | hash.p3_cap\[31\]$_DFF_P_/D
     2115 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1825 | hash.p3_cap\[31\]$_DFF_P_/D
     2116 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1824 | hash.p3_cap\[31\]$_DFF_P_/D
     2117 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1823 | hash.p3_cap\[31\]$_DFF_P_/D
     2118 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1822 | hash.p3_cap\[31\]$_DFF_P_/D
     2119 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1821 | hash.p3_cap\[31\]$_DFF_P_/D
     2120 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1821 | hash.p3_cap\[31\]$_DFF_P_/D
     2120 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1820 | hash.p3_cap\[31\]$_DFF_P_/D
     2121 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1819 | hash.p3_cap\[31\]$_DFF_P_/D
     2122 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1818 | hash.p3_cap\[31\]$_DFF_P_/D
     2123 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1817 | hash.p3_cap\[31\]$_DFF_P_/D
     2124 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1816 | hash.p3_cap\[31\]$_DFF_P_/D
     2125 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1815 | hash.p3_cap\[31\]$_DFF_P_/D
     2126 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1814 | hash.p3_cap\[31\]$_DFF_P_/D
     2127 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1813 | hash.p3_cap\[31\]$_DFF_P_/D
     2128 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1812 | hash.p3_cap\[31\]$_DFF_P_/D
     2129 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1811 | hash.p3_cap\[31\]$_DFF_P_/D
     2130 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1811 | hash.p3_cap\[31\]$_DFF_P_/D
     2130 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1810 | hash.p3_cap\[31\]$_DFF_P_/D
     2131 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1809 | hash.p3_cap\[31\]$_DFF_P_/D
     2132 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1808 | hash.p3_cap\[31\]$_DFF_P_/D
     2133 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1807 | hash.p3_cap\[31\]$_DFF_P_/D
     2134 |       0 |     498 |      743 |     91 |   271 |   -3.447 |     -282.2 |   1806 | hash.p3_cap\[31\]$_DFF_P_/D
     2136 |       0 |     499 |      743 |     91 |   271 |   -3.447 |     -277.8 |   1804 | hash.p3_cap\[31\]$_DFF_P_/D
     2138 |       0 |     499 |      743 |     92 |   271 |   -3.447 |     -274.4 |   1802 | hash.p3_cap\[31\]$_DFF_P_/D
     2140 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1801 | hash.p3_cap\[31\]$_DFF_P_/D
     2140 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1800 | hash.p3_cap\[31\]$_DFF_P_/D
     2141 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1799 | hash.p3_cap\[31\]$_DFF_P_/D
     2142 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1798 | hash.p3_cap\[31\]$_DFF_P_/D
     2143 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1797 | hash.p3_cap\[31\]$_DFF_P_/D
     2144 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1796 | hash.p3_cap\[31\]$_DFF_P_/D
     2145 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1795 | hash.p3_cap\[31\]$_DFF_P_/D
     2146 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1794 | hash.p3_cap\[31\]$_DFF_P_/D
     2147 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1793 | hash.p3_cap\[31\]$_DFF_P_/D
     2148 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1792 | hash.p3_cap\[31\]$_DFF_P_/D
     2149 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1791 | hash.p3_cap\[31\]$_DFF_P_/D
     2150 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1791 | hash.p3_cap\[31\]$_DFF_P_/D
     2150 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1790 | hash.p3_cap\[31\]$_DFF_P_/D
     2151 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1789 | hash.p3_cap\[31\]$_DFF_P_/D
     2152 |       0 |     499 |      743 |     93 |   271 |   -3.447 |     -274.4 |   1788 | hash.p3_cap\[31\]$_DFF_P_/D
